F_total,P_total,aggregated_report,candidate_count,condition_candidate_count,edge_candidate_count,fault_category,fault_kind,mutant_id,operator,primary_file,primary_line,reason,scoring_strategy,sfl_formula,status,strategy,subject,top1_budget,top1_sfl_hit,top1_sfl_region_lines,top1_unified_hit,top1_unified_region_lines,top2_budget,top2_sfl_hit,top2_sfl_region_lines,top2_unified_hit,top2_unified_region_lines,top3_budget,top3_sfl_hit,top3_sfl_region_lines,top3_unified_hit,top3_unified_region_lines,top4_budget,top4_sfl_hit,top4_sfl_region_lines,top4_unified_hit,top4_unified_region_lines,top5_budget,top5_sfl_hit,top5_sfl_region_lines,top5_unified_hit,top5_unified_region_lines,top_unified_items
60,6,/Users/jiazedong/WorkSpace/ZedResearch/CSC_EXT/project/CSC_EXPANDED/experiments/EX_CSC_dataset/folded_fault_localization/fl_combined_3exp_144tasks/artifacts/fault_localization_core_b/GappedSwapFive_M2/cct_folded_localization_aggregated.json,19,10,9,condition,control-flow,GappedSwapFive_M2,ROR,GappedSwapFive/GappedSwapFive_M2.java,18,,coverage_x_purity,ochiai,evaluated,experimental.unified_folded_source_candidate,GappedSwapFive,3,False,"[39, 40, 41]",False,"[39, 40, 41]",4,False,"[3, 39, 40, 41]",False,"[3, 39, 40, 41]",5,False,"[3, 8, 39, 40, 41]",False,"[3, 8, 39, 40, 41]",6,False,"[3, 8, 13, 39, 40, 41]",False,"[3, 8, 13, 39, 40, 41]",7,True,"[3, 8, 13, 18, 39, 40, 41]",True,"[3, 8, 13, 18, 39, 40, 41]","[{'kind': 'edge_partition', 'source_file': 'GappedSwapFive/GappedSwapFive_M2.java', 'from_line': 38, 'from_condition': 'c > d', 'outcome': 'true', 'to_line': 43, 'to_condition': 'b > c', 'region_lines': [39, 40, 41], 'region_size': 3, 'risk_score': 1.0, 'base_risk_score': 1.0, 'pass_count': 0, 'fail_count': 60, 'support_count': 1, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 1}, {'kind': 'condition', 'source_file': 'GappedSwapFive/GappedSwapFive_M2.java', 'line': 3, 'condition': 'a > b', 'region_lines': [3], 'region_size': 1, 'risk_score': 0.9090909090909091, 'pass_count': 6, 'fail_count': 60, 'support_count': 1, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 2}, {'kind': 'condition', 'source_file': 'GappedSwapFive/GappedSwapFive_M2.java', 'line': 8, 'condition': 'b > c', 'region_lines': [8], 'region_size': 1, 'risk_score': 0.9090909090909091, 'pass_count': 6, 'fail_count': 60, 'support_count': 1, 'best_raw_rank': 2, 'original_rank': 2, 'rank': 3}, {'kind': 'condition', 'source_file': 'GappedSwapFive/GappedSwapFive_M2.java', 'line': 13, 'condition': 'a > b', 'region_lines': [13], 'region_size': 1, 'risk_score': 0.9090909090909091, 'pass_count': 6, 'fail_count': 60, 'support_count': 1, 'best_raw_rank': 3, 'original_rank': 3, 'rank': 4}, {'kind': 'condition', 'source_file': 'GappedSwapFive/GappedSwapFive_M2.java', 'line': 18, 'condition': 'c < d', 'region_lines': [18], 'region_size': 1, 'risk_score': 0.9090909090909091, 'pass_count': 6, 'fail_count': 60, 'support_count': 1, 'best_raw_rank': 4, 'original_rank': 4, 'rank': 5}]"
0,156,/Users/jiazedong/WorkSpace/ZedResearch/CSC_EXT/project/CSC_EXPANDED/experiments/EX_CSC_dataset/folded_fault_localization/fl_combined_3exp_144tasks/artifacts/fault_localization_core_b/GappedSwapFive_M3/cct_folded_localization_aggregated.json,,,,condition,control-flow,GappedSwapFive_M3,BOR,,,folded_row_not_evaluated,coverage_x_purity,,not_detected,,GappedSwapFive,,,,,,,,,,,,,,,,,,,,,,,,,,
0,90,/Users/jiazedong/WorkSpace/ZedResearch/CSC_EXT/project/CSC_EXPANDED/experiments/EX_CSC_dataset/folded_fault_localization/fl_combined_3exp_144tasks/artifacts/fault_localization_core_b/GappedSwapFive_M4/cct_folded_localization_aggregated.json,,,,statement,data-flow,GappedSwapFive_M4,SUR,,,folded_row_not_evaluated,coverage_x_purity,,not_detected,,GappedSwapFive,,,,,,,,,,,,,,,,,,,,,,,,,,
24,48,/Users/jiazedong/WorkSpace/ZedResearch/CSC_EXT/project/CSC_EXPANDED/experiments/EX_CSC_dataset/folded_fault_localization/fl_combined_3exp_144tasks/artifacts/fault_localization_core_b/GappedSwapFive_M5/cct_folded_localization_aggregated.json,19,10,9,statement,data-flow,GappedSwapFive_M5,SUR,GappedSwapFive/GappedSwapFive_M5.java,40,,coverage_x_purity,ochiai,evaluated,experimental.unified_folded_source_candidate,GappedSwapFive,3,True,"[39, 40, 41]",True,"[39, 40, 41]",6,True,"[34, 35, 36, 39, 40, 41]",True,"[34, 35, 36, 39, 40, 41]",7,True,"[3, 34, 35, 36, 39, 40, 41]",True,"[3, 34, 35, 36, 39, 40, 41]",8,True,"[3, 8, 34, 35, 36, 39, 40, 41]",True,"[3, 8, 34, 35, 36, 39, 40, 41]",9,True,"[3, 8, 13, 34, 35, 36, 39, 40, 41]",True,"[3, 8, 13, 34, 35, 36, 39, 40, 41]","[{'kind': 'edge_partition', 'source_file': 'GappedSwapFive/GappedSwapFive_M5.java', 'from_line': 38, 'from_condition': 'c > d', 'outcome': 'true', 'to_line': 43, 'to_condition': 'b > c', 'region_lines': [39, 40, 41], 'region_size': 3, 'risk_score': 1.0, 'base_risk_score': 1.0, 'pass_count': 0, 'fail_count': 24, 'support_count': 1, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 1}, {'kind': 'edge_partition', 'source_file': 'GappedSwapFive/GappedSwapFive_M5.java', 'from_line': 33, 'from_condition': 'd > e', 'outcome': 'true', 'to_line': 38, 'to_condition': 'c > d', 'region_lines': [34, 35, 36], 'region_size': 3, 'risk_score': 0.5, 'base_risk_score': 0.5, 'pass_count': 24, 'fail_count': 24, 'support_count': 1, 'best_raw_rank': 2, 'original_rank': 2, 'rank': 2}, {'kind': 'condition', 'source_file': 'GappedSwapFive/GappedSwapFive_M5.java', 'line': 3, 'condition': 'a > b', 'region_lines': [3], 'region_size': 1, 'risk_score': 0.3333333333333333, 'pass_count': 48, 'fail_count': 24, 'support_count': 1, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 3}, {'kind': 'condition', 'source_file': 'GappedSwapFive/GappedSwapFive_M5.java', 'line': 8, 'condition': 'b > c', 'region_lines': [8], 'region_size': 1, 'risk_score': 0.3333333333333333, 'pass_count': 48, 'fail_count': 24, 'support_count': 1, 'best_raw_rank': 2, 'original_rank': 2, 'rank': 4}, {'kind': 'condition', 'source_file': 'GappedSwapFive/GappedSwapFive_M5.java', 'line': 13, 'condition': 'a > b', 'region_lines': [13], 'region_size': 1, 'risk_score': 0.3333333333333333, 'pass_count': 48, 'fail_count': 24, 'support_count': 1, 'best_raw_rank': 3, 'original_rank': 3, 'rank': 5}]"
0,120,/Users/jiazedong/WorkSpace/ZedResearch/CSC_EXT/project/CSC_EXPANDED/experiments/EX_CSC_dataset/folded_fault_localization/fl_combined_3exp_144tasks/artifacts/fault_localization_core_b/GappedSwapFive_M6/cct_folded_localization_aggregated.json,,,,statement,data-flow,GappedSwapFive_M6,RVR,,,folded_row_not_evaluated,coverage_x_purity,,not_detected,,GappedSwapFive,,,,,,,,,,,,,,,,,,,,,,,,,,
24,64,/Users/jiazedong/WorkSpace/ZedResearch/CSC_EXT/project/CSC_EXPANDED/experiments/EX_CSC_dataset/folded_fault_localization/fl_combined_3exp_144tasks/artifacts/fault_localization_core_b/TailRotateSortFive_M1/cct_folded_localization_aggregated.json,11,5,6,condition,control-flow,TailRotateSortFive_M1,CR,TailRotateSortFive/TailRotateSortFive_M1.java,4,,coverage_x_purity,ochiai,evaluated,experimental.unified_folded_source_candidate,TailRotateSortFive,3,False,"[21, 22, 23]",False,"[21, 22, 23]",6,False,"[11, 12, 13, 21, 22, 23]",False,"[11, 12, 13, 21, 22, 23]",9,False,"[11, 12, 13, 16, 17, 18, 21, 22, 23]",False,"[11, 12, 13, 16, 17, 18, 21, 22, 23]",10,False,"[3, 11, 12, 13, 16, 17, 18, 21, 22, 23]",False,"[11, 12, 13, 16, 17, 18, 21, 22, 23, 25]",11,True,"[3, 4, 11, 12, 13, 16, 17, 18, 21, 22, 23]",True,"[4, 11, 12, 13, 16, 17, 18, 21, 22, 23, 25]","[{'kind': 'edge_partition', 'source_file': 'TailRotateSortFive/TailRotateSortFive_M1.java', 'from_line': 20, 'from_condition': 'd > e', 'outcome': 'true', 'to_line': 4, 'to_condition': 'pass < 2', 'region_lines': [21, 22, 23], 'region_size': 3, 'risk_score': 0.375, 'base_risk_score': 0.375, 'pass_count': 40, 'fail_count': 24, 'support_count': 1, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 1}, {'kind': 'edge_partition', 'source_file': 'TailRotateSortFive/TailRotateSortFive_M1.java', 'from_line': 10, 'from_condition': 'c > d', 'outcome': 'true', 'to_line': 15, 'to_condition': 'b > c', 'region_lines': [11, 12, 13], 'region_size': 3, 'risk_score': 0.3157894736842105, 'base_risk_score': 0.3157894736842105, 'pass_count': 52, 'fail_count': 24, 'support_count': 1, 'best_raw_rank': 2, 'original_rank': 2, 'rank': 2}, {'kind': 'edge_partition', 'source_file': 'TailRotateSortFive/TailRotateSortFive_M1.java', 'from_line': 15, 'from_condition': 'b > c', 'outcome': 'true', 'to_line': 20, 'to_condition': 'd > e', 'region_lines': [16, 17, 18], 'region_size': 3, 'risk_score': 0.3157894736842105, 'base_risk_score': 0.3157894736842105, 'pass_count': 52, 'fail_count': 24, 'support_count': 1, 'best_raw_rank': 3, 'original_rank': 3, 'rank': 3}, {'kind': 'edge_partition', 'source_file': 'TailRotateSortFive/TailRotateSortFive_M1.java', 'from_line': 20, 'from_condition': 'd > e', 'outcome': 'false', 'to_line': 4, 'to_condition': 'pass < 2', 'region_lines': [25], 'region_size': 1, 'risk_score': 0.2727272727272727, 'base_risk_score': 0.2727272727272727, 'pass_count': 64, 'fail_count': 24, 'support_count': 2, 'best_raw_rank': 4, 'original_rank': 4, 'rank': 4}, {'kind': 'condition', 'source_file': 'TailRotateSortFive/TailRotateSortFive_M1.java', 'line': 4, 'condition': 'pass < 2', 'region_lines': [4], 'region_size': 1, 'risk_score': 0.2727272727272727, 'pass_count': 64, 'fail_count': 24, 'support_count': 1, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 5}]"
48,0,/Users/jiazedong/WorkSpace/ZedResearch/CSC_EXT/project/CSC_EXPANDED/experiments/EX_CSC_dataset/folded_fault_localization/fl_combined_3exp_144tasks/artifacts/fault_localization_core_b/TailRotateSortFive_M2/cct_folded_localization_aggregated.json,11,5,6,condition,control-flow,TailRotateSortFive_M2,ROR,TailRotateSortFive/TailRotateSortFive_M2.java,5,,coverage_x_purity,ochiai,evaluated,experimental.unified_folded_source_candidate,TailRotateSortFive,1,False,[3],False,[25],2,False,"[3, 4]",False,"[4, 25]",3,True,"[3, 4, 5]",True,"[4, 5, 25]",4,True,"[3, 4, 5, 10]",True,"[4, 5, 10, 25]",5,True,"[3, 4, 5, 10, 15]",True,"[4, 5, 10, 25, 27]","[{'kind': 'edge_partition', 'source_file': 'TailRotateSortFive/TailRotateSortFive_M2.java', 'from_line': 20, 'from_condition': 'd > e', 'outcome': 'false', 'to_line': 4, 'to_condition': 'pass < 3', 'region_lines': [25], 'region_size': 1, 'risk_score': 1.0, 'base_risk_score': 1.0, 'pass_count': 0, 'fail_count': 48, 'support_count': 2, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 1}, {'kind': 'condition', 'source_file': 'TailRotateSortFive/TailRotateSortFive_M2.java', 'line': 4, 'condition': 'pass < 3', 'region_lines': [4], 'region_size': 1, 'risk_score': 1.0, 'pass_count': 0, 'fail_count': 48, 'support_count': 1, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 2}, {'kind': 'condition', 'source_file': 'TailRotateSortFive/TailRotateSortFive_M2.java', 'line': 5, 'condition': 'a < b', 'region_lines': [5], 'region_size': 1, 'risk_score': 1.0, 'pass_count': 0, 'fail_count': 48, 'support_count': 1, 'best_raw_rank': 2, 'original_rank': 2, 'rank': 3}, {'kind': 'condition', 'source_file': 'TailRotateSortFive/TailRotateSortFive_M2.java', 'line': 10, 'condition': 'c > d', 'region_lines': [10], 'region_size': 1, 'risk_score': 1.0, 'pass_count': 0, 'fail_count': 48, 'support_count': 1, 'best_raw_rank': 3, 'original_rank': 3, 'rank': 4}, {'kind': 'edge_partition', 'source_file': 'TailRotateSortFive/TailRotateSortFive_M2.java', 'from_line': 4, 'from_condition': 'pass < 3', 'outcome': 'false', 'to_line': None, 'to_condition': None, 'region_lines': [27], 'region_size': 1, 'risk_score': 1.0, 'base_risk_score': 1.0, 'pass_count': 0, 'fail_count': 48, 'support_count': 1, 'best_raw_rank': 3, 'original_rank': 2, 'rank': 5}]"
48,0,/Users/jiazedong/WorkSpace/ZedResearch/CSC_EXT/project/CSC_EXPANDED/experiments/EX_CSC_dataset/folded_fault_localization/fl_combined_3exp_144tasks/artifacts/fault_localization_core_b/TailRotateSortFive_M3/cct_folded_localization_aggregated.json,11,5,6,condition,control-flow,TailRotateSortFive_M3,ROR,TailRotateSortFive/TailRotateSortFive_M3.java,20,,coverage_x_purity,ochiai,evaluated,experimental.unified_folded_source_candidate,TailRotateSortFive,1,False,[3],False,[25],2,False,"[3, 4]",False,"[4, 25]",3,False,"[3, 4, 5]",False,"[4, 5, 25]",4,False,"[3, 4, 5, 10]",False,"[4, 5, 10, 25]",5,False,"[3, 4, 5, 10, 15]",False,"[4, 5, 10, 25, 27]","[{'kind': 'edge_partition', 'source_file': 'TailRotateSortFive/TailRotateSortFive_M3.java', 'from_line': 20, 'from_condition': 'd < e', 'outcome': 'false', 'to_line': 4, 'to_condition': 'pass < 3', 'region_lines': [25], 'region_size': 1, 'risk_score': 1.0, 'base_risk_score': 1.0, 'pass_count': 0, 'fail_count': 48, 'support_count': 2, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 1}, {'kind': 'condition', 'source_file': 'TailRotateSortFive/TailRotateSortFive_M3.java', 'line': 4, 'condition': 'pass < 3', 'region_lines': [4], 'region_size': 1, 'risk_score': 1.0, 'pass_count': 0, 'fail_count': 48, 'support_count': 1, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 2}, {'kind': 'condition', 'source_file': 'TailRotateSortFive/TailRotateSortFive_M3.java', 'line': 5, 'condition': 'a > b', 'region_lines': [5], 'region_size': 1, 'risk_score': 1.0, 'pass_count': 0, 'fail_count': 48, 'support_count': 1, 'best_raw_rank': 2, 'original_rank': 2, 'rank': 3}, {'kind': 'condition', 'source_file': 'TailRotateSortFive/TailRotateSortFive_M3.java', 'line': 10, 'condition': 'c > d', 'region_lines': [10], 'region_size': 1, 'risk_score': 1.0, 'pass_count': 0, 'fail_count': 48, 'support_count': 1, 'best_raw_rank': 3, 'original_rank': 3, 'rank': 4}, {'kind': 'edge_partition', 'source_file': 'TailRotateSortFive/TailRotateSortFive_M3.java', 'from_line': 4, 'from_condition': 'pass < 3', 'outcome': 'false', 'to_line': None, 'to_condition': None, 'region_lines': [27], 'region_size': 1, 'risk_score': 1.0, 'base_risk_score': 1.0, 'pass_count': 0, 'fail_count': 48, 'support_count': 1, 'best_raw_rank': 3, 'original_rank': 2, 'rank': 5}]"
22,65,/Users/jiazedong/WorkSpace/ZedResearch/CSC_EXT/project/CSC_EXPANDED/experiments/EX_CSC_dataset/folded_fault_localization/fl_combined_3exp_144tasks/artifacts/fault_localization_core_b/TailRotateSortFive_M4/cct_folded_localization_aggregated.json,11,5,6,statement,data-flow,TailRotateSortFive_M4,SUR,TailRotateSortFive/TailRotateSortFive_M4.java,7,,coverage_x_purity,ochiai,evaluated,experimental.unified_folded_source_candidate,TailRotateSortFive,3,True,"[6, 7, 8]",True,"[6, 7, 8]",6,True,"[6, 7, 8, 21, 22, 23]",True,"[6, 7, 8, 21, 22, 23]",9,True,"[6, 7, 8, 11, 12, 13, 21, 22, 23]",True,"[6, 7, 8, 11, 12, 13, 21, 22, 23]",12,True,"[6, 7, 8, 11, 12, 13, 16, 17, 18, 21, 22, 23]",True,"[6, 7, 8, 11, 12, 13, 16, 17, 18, 21, 22, 23]",13,True,"[3, 6, 7, 8, 11, 12, 13, 16, 17, 18, 21, 22, 23]",True,"[6, 7, 8, 11, 12, 13, 16, 17, 18, 21, 22, 23, 25]","[{'kind': 'edge_partition', 'source_file': 'TailRotateSortFive/TailRotateSortFive_M4.java', 'from_line': 5, 'from_condition': 'a > b', 'outcome': 'true', 'to_line': 10, 'to_condition': 'c > d', 'region_lines': [6, 7, 8], 'region_size': 3, 'risk_score': 0.3492063492063492, 'base_risk_score': 0.3492063492063492, 'pass_count': 41, 'fail_count': 22, 'support_count': 1, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 1}, {'kind': 'edge_partition', 'source_file': 'TailRotateSortFive/TailRotateSortFive_M4.java', 'from_line': 20, 'from_condition': 'd > e', 'outcome': 'true', 'to_line': 4, 'to_condition': 'pass < 3', 'region_lines': [21, 22, 23], 'region_size': 3, 'risk_score': 0.3492063492063492, 'base_risk_score': 0.3492063492063492, 'pass_count': 41, 'fail_count': 22, 'support_count': 1, 'best_raw_rank': 2, 'original_rank': 2, 'rank': 2}, {'kind': 'edge_partition', 'source_file': 'TailRotateSortFive/TailRotateSortFive_M4.java', 'from_line': 10, 'from_condition': 'c > d', 'outcome': 'true', 'to_line': 15, 'to_condition': 'b > c', 'region_lines': [11, 12, 13], 'region_size': 3, 'risk_score': 0.3013698630136986, 'base_risk_score': 0.3013698630136986, 'pass_count': 51, 'fail_count': 22, 'support_count': 1, 'best_raw_rank': 3, 'original_rank': 3, 'rank': 3}, {'kind': 'edge_partition', 'source_file': 'TailRotateSortFive/TailRotateSortFive_M4.java', 'from_line': 15, 'from_condition': 'b > c', 'outcome': 'true', 'to_line': 20, 'to_condition': 'd > e', 'region_lines': [16, 17, 18], 'region_size': 3, 'risk_score': 0.2857142857142857, 'base_risk_score': 0.2857142857142857, 'pass_count': 55, 'fail_count': 22, 'support_count': 1, 'best_raw_rank': 4, 'original_rank': 4, 'rank': 4}, {'kind': 'edge_partition', 'source_file': 'TailRotateSortFive/TailRotateSortFive_M4.java', 'from_line': 20, 'from_condition': 'd > e', 'outcome': 'false', 'to_line': 4, 'to_condition': 'pass < 3', 'region_lines': [25], 'region_size': 1, 'risk_score': 0.25287356321839083, 'base_risk_score': 0.25287356321839083, 'pass_count': 65, 'fail_count': 22, 'support_count': 2, 'best_raw_rank': 5, 'original_rank': 5, 'rank': 5}]"
16,54,/Users/jiazedong/WorkSpace/ZedResearch/CSC_EXT/project/CSC_EXPANDED/experiments/EX_CSC_dataset/folded_fault_localization/fl_combined_3exp_144tasks/artifacts/fault_localization_core_b/TailRotateSortFive_M5/cct_folded_localization_aggregated.json,11,5,6,statement,data-flow,TailRotateSortFive_M5,SUR,TailRotateSortFive/TailRotateSortFive_M5.java,17,,coverage_x_purity,ochiai,evaluated,experimental.unified_folded_source_candidate,TailRotateSortFive,4,False,"[6, 21, 22, 23]",False,"[21, 22, 23, 25]",7,False,"[6, 7, 8, 16, 21, 22, 23]",False,"[6, 7, 8, 21, 22, 23, 25]",10,True,"[6, 7, 8, 11, 16, 17, 18, 21, 22, 23]",True,"[6, 7, 8, 16, 17, 18, 21, 22, 23, 25]",13,True,"[3, 6, 7, 8, 11, 12, 13, 16, 17, 18, 21, 22, 23]",True,"[6, 7, 8, 11, 12, 13, 16, 17, 18, 21, 22, 23, 25]",13,True,"[3, 6, 7, 8, 11, 12, 13, 16, 17, 18, 21, 22, 23]",True,"[6, 7, 8, 11, 12, 13, 16, 17, 18, 21, 22, 23, 25]","[{'kind': 'edge_partition', 'source_file': 'TailRotateSortFive/TailRotateSortFive_M5.java', 'from_line': 20, 'from_condition': 'd > e', 'outcome': 'true', 'to_line': 4, 'to_condition': 'pass < 3', 'region_lines': [21, 22, 23, 25], 'region_size': 4, 'risk_score': 0.3333333333333333, 'base_risk_score': 0.3333333333333333, 'pass_count': 32, 'fail_count': 16, 'support_count': 2, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 1}, {'kind': 'edge_partition', 'source_file': 'TailRotateSortFive/TailRotateSortFive_M5.java', 'from_line': 5, 'from_condition': 'a > b', 'outcome': 'true', 'to_line': 10, 'to_condition': 'c > d', 'region_lines': [6, 7, 8], 'region_size': 3, 'risk_score': 0.2784090909090909, 'base_risk_score': 0.2784090909090909, 'pass_count': 30, 'fail_count': 14, 'support_count': 1, 'best_raw_rank': 2, 'original_rank': 2, 'rank': 2}, {'kind': 'edge_partition', 'source_file': 'TailRotateSortFive/TailRotateSortFive_M5.java', 'from_line': 15, 'from_condition': 'b > c', 'outcome': 'true', 'to_line': 20, 'to_condition': 'd > e', 'region_lines': [16, 17, 18], 'region_size': 3, 'risk_score': 0.27586206896551724, 'base_risk_score': 0.27586206896551724, 'pass_count': 42, 'fail_count': 16, 'support_count': 1, 'best_raw_rank': 3, 'original_rank': 3, 'rank': 3}, {'kind': 'edge_partition', 'source_file': 'TailRotateSortFive/TailRotateSortFive_M5.java', 'from_line': 10, 'from_condition': 'c > d', 'outcome': 'true', 'to_line': 15, 'to_condition': 'b > c', 'region_lines': [11, 12, 13], 'region_size': 3, 'risk_score': 0.25806451612903225, 'base_risk_score': 0.25806451612903225, 'pass_count': 46, 'fail_count': 16, 'support_count': 1, 'best_raw_rank': 4, 'original_rank': 4, 'rank': 4}, {'kind': 'edge_partition', 'source_file': 'TailRotateSortFive/TailRotateSortFive_M5.java', 'from_line': 20, 'from_condition': 'd > e', 'outcome': 'false', 'to_line': 4, 'to_condition': 'pass < 3', 'region_lines': [25], 'region_size': 1, 'risk_score': 0.22857142857142856, 'base_risk_score': 0.22857142857142856, 'pass_count': 54, 'fail_count': 16, 'support_count': 2, 'best_raw_rank': 6, 'original_rank': 5, 'rank': 5}]"
24,64,/Users/jiazedong/WorkSpace/ZedResearch/CSC_EXT/project/CSC_EXPANDED/experiments/EX_CSC_dataset/folded_fault_localization/fl_combined_3exp_144tasks/artifacts/fault_localization_core_b/TailRotateSortFive_M6/cct_folded_localization_aggregated.json,11,5,6,statement,data-flow,TailRotateSortFive_M6,SUR,TailRotateSortFive/TailRotateSortFive_M6.java,25,,coverage_x_purity,ochiai,evaluated,experimental.unified_folded_source_candidate,TailRotateSortFive,3,False,"[21, 22, 23]",False,"[21, 22, 23]",6,False,"[11, 12, 13, 21, 22, 23]",False,"[11, 12, 13, 21, 22, 23]",9,False,"[11, 12, 13, 16, 17, 18, 21, 22, 23]",False,"[11, 12, 13, 16, 17, 18, 21, 22, 23]",10,False,"[3, 11, 12, 13, 16, 17, 18, 21, 22, 23]",True,"[11, 12, 13, 16, 17, 18, 21, 22, 23, 25]",11,False,"[3, 4, 11, 12, 13, 16, 17, 18, 21, 22, 23]",True,"[4, 11, 12, 13, 16, 17, 18, 21, 22, 23, 25]","[{'kind': 'edge_partition', 'source_file': 'TailRotateSortFive/TailRotateSortFive_M6.java', 'from_line': 20, 'from_condition': 'd > e', 'outcome': 'true', 'to_line': 4, 'to_condition': 'pass < 3', 'region_lines': [21, 22, 23], 'region_size': 3, 'risk_score': 0.375, 'base_risk_score': 0.375, 'pass_count': 40, 'fail_count': 24, 'support_count': 1, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 1}, {'kind': 'edge_partition', 'source_file': 'TailRotateSortFive/TailRotateSortFive_M6.java', 'from_line': 10, 'from_condition': 'c > d', 'outcome': 'true', 'to_line': 15, 'to_condition': 'b > c', 'region_lines': [11, 12, 13], 'region_size': 3, 'risk_score': 0.3157894736842105, 'base_risk_score': 0.3157894736842105, 'pass_count': 52, 'fail_count': 24, 'support_count': 1, 'best_raw_rank': 2, 'original_rank': 2, 'rank': 2}, {'kind': 'edge_partition', 'source_file': 'TailRotateSortFive/TailRotateSortFive_M6.java', 'from_line': 15, 'from_condition': 'b > c', 'outcome': 'true', 'to_line': 20, 'to_condition': 'd > e', 'region_lines': [16, 17, 18], 'region_size': 3, 'risk_score': 0.3157894736842105, 'base_risk_score': 0.3157894736842105, 'pass_count': 52, 'fail_count': 24, 'support_count': 1, 'best_raw_rank': 3, 'original_rank': 3, 'rank': 3}, {'kind': 'edge_partition', 'source_file': 'TailRotateSortFive/TailRotateSortFive_M6.java', 'from_line': 20, 'from_condition': 'd > e', 'outcome': 'false', 'to_line': 4, 'to_condition': 'pass < 3', 'region_lines': [25], 'region_size': 1, 'risk_score': 0.2727272727272727, 'base_risk_score': 0.2727272727272727, 'pass_count': 64, 'fail_count': 24, 'support_count': 2, 'best_raw_rank': 4, 'original_rank': 4, 'rank': 4}, {'kind': 'condition', 'source_file': 'TailRotateSortFive/TailRotateSortFive_M6.java', 'line': 4, 'condition': 'pass < 3', 'region_lines': [4], 'region_size': 1, 'risk_score': 0.2727272727272727, 'pass_count': 64, 'fail_count': 24, 'support_count': 1, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 5}]"
28,8,/Users/jiazedong/WorkSpace/ZedResearch/CSC_EXT/project/CSC_EXPANDED/experiments/EX_CSC_dataset/folded_fault_localization/fl_combined_3exp_144tasks/artifacts/fault_localization_core_b/MedianWindowFive_M1/cct_folded_localization_aggregated.json,14,7,7,condition,control-flow,MedianWindowFive_M1,ROR,MedianWindowFive/MedianWindowFive_M1.java,3,,coverage_x_purity,ochiai,evaluated,experimental.unified_folded_source_candidate,MedianWindowFive,1,True,[3],True,[3],2,True,"[3, 8]",True,"[3, 38]",3,True,"[3, 8, 13]",True,"[3, 8, 38]",4,True,"[3, 8, 13, 18]",True,"[3, 8, 13, 38]",5,True,"[3, 8, 13, 18, 23]",True,"[3, 8, 13, 18, 38]","[{'kind': 'condition', 'source_file': 'MedianWindowFive/MedianWindowFive_M1.java', 'line': 3, 'condition': 'a < b', 'region_lines': [3], 'region_size': 1, 'risk_score': 0.7777777777777778, 'pass_count': 8, 'fail_count': 28, 'support_count': 1, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 1}, {'kind': 'edge_partition', 'source_file': 'MedianWindowFive/MedianWindowFive_M1.java', 'from_line': 33, 'from_condition': 'b > c', 'outcome': 'false', 'to_line': None, 'to_condition': None, 'region_lines': [38], 'region_size': 1, 'risk_score': 0.7777777777777778, 'base_risk_score': 0.7777777777777778, 'pass_count': 8, 'fail_count': 28, 'support_count': 1, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 2}, {'kind': 'condition', 'source_file': 'MedianWindowFive/MedianWindowFive_M1.java', 'line': 8, 'condition': 'd > e', 'region_lines': [8], 'region_size': 1, 'risk_score': 0.7777777777777778, 'pass_count': 8, 'fail_count': 28, 'support_count': 1, 'best_raw_rank': 2, 'original_rank': 2, 'rank': 3}, {'kind': 'condition', 'source_file': 'MedianWindowFive/MedianWindowFive_M1.java', 'line': 13, 'condition': 'a > d', 'region_lines': [13], 'region_size': 1, 'risk_score': 0.7777777777777778, 'pass_count': 8, 'fail_count': 28, 'support_count': 1, 'best_raw_rank': 3, 'original_rank': 3, 'rank': 4}, {'kind': 'condition', 'source_file': 'MedianWindowFive/MedianWindowFive_M1.java', 'line': 18, 'condition': 'b > e', 'region_lines': [18], 'region_size': 1, 'risk_score': 0.7777777777777778, 'pass_count': 8, 'fail_count': 28, 'support_count': 1, 'best_raw_rank': 4, 'original_rank': 4, 'rank': 5}]"
